pph age;pph altitude;ac altitude;different relief ac pph;pph distance;PPH SEXE;PPH NB HEURES PRATIQUE;AC EXPERIENCEmoins d'un an 1 : 1/2 : 1 Ã  2 ans2/4 : 2 Ã  4 ans4 : plus de 4 anscase grisÃ©e : sans objet;AC FREQUEE;AC BREVET VOL VOL LIBRE;AC NIVEAU PROGRESSION VOL LIBRE;AC ECOLE VOL LIBRE;AC 0 BI VOL LIBRE;AC TYPE VOL VOL LIBRE;AC SITE CONNAISSAE VOL LIBRE;AC TYPE AILE VOL LIBRE;AC SURFACE AILE;AC AILE HOMOLOGATION PARAPENTE;AC SELLETTE PROTECTION PARAPENTE;AC NOMBRE DE JOUR DEPUIS LE D2BUT DE l'ANNEE;AC HEURE;Saison;AC ETAT ASSURE
77;276;244;0;32;0;42;4;3;3;3;1;0;4;3;1;24;5;3;257;14;3;1
62;210;237;0;86;0;150;4;3;3;3;1;2;4;4;2;40;1;3;258;16;3;0
69;391;766;0;29;0;50;4;3;0;2;1;0;4;4;1;26;-1;4;265;13;3;1
58;22;1148;1;228;0;5;4;2;1;2;1;0;5;4;1;27;2;2;270;13;3;1
42;1116;1116;0;0;0;150;4;3;3;3;1;1;4;3;2;42;3;2;278;12;3;0
60;24;109;0;20;1;15;1;2;0;3;1;0;4;3;1;20;2;3;272;13;3;2
45;450;1362;1;48;0;141;1;3;0;1;1;0;5;4;1;18;0;2;220;10;2;1
55;220;575;0;69;0;30;4;2;2;3;1;0;4;4;1;23;2;2;285;14;3;1
36;450;1893;1;49;0;109;4;2;3;3;1;0;5;3;1;23;-1;3;298;11;3;2
67;933;414;1;56;0;65;3;3;1;3;1;0;4;3;1;25;3;3;293;16;3;2
58;1148;1148;0;0;0;200;4;3;3;3;1;1;4;3;2;42;1;3;296;14;3;1
30;478;913;1;273;0;30;4;3;2;3;1;0;5;2;1;14;5;1;293;10;3;2
75;131;1155;1;25;0;20;4;2;2;3;1;0;4;3;1;26;3;3;307;15;3;2
38;946;216;1;2459;0;30;3;2;1;2;1;0;4;4;1;23;-1;3;326;16;3;0
54;1681;1545;0;12;0;140;4;3;3;3;1;0;4;3;1;28;3;2;340;14;3;2
37;244;0;0;412;0;110;2;3;0;2;1;0;9;3;1;24;3;3;359;14;3;2
47;1710;1710;0;0;0;300;4;3;3;3;1;1;7;3;2;41;1;2;3;16;0;1
42;927;927;0;0;0;200;4;3;3;3;1;1;4;3;2;41;3;2;363;0;3;0
46;21;22;0;18;0;25;2;3;1;2;1;0;4;3;1;28;3;2;33;16;0;0
58;30;348;0;37;0;20;4;2;3;3;1;0;4;4;1;25;3;2;38;16;0;0
24;489;295;0;13;0;5;1;2;1;1;1;0;4;1;1;23;2;2;45;14;0;0
61;135;224;0;8770;0;40;3;3;2;3;1;0;4;4;1;29;3;2;48;13;0;0
57;650;561;0;27;0;20;2;2;1;1;1;0;4;3;1;27;3;2;53;13;0;1
53;648;2145;1;271;0;200;4;3;3;3;1;1;7;3;2;32;3;3;57;10;0;1
59;128;968;1;69;0;40;4;2;3;3;1;0;4;4;1;26;3;3;80;14;1;2
30;1239;13;1;11333;0;100;4;2;2;2;1;0;4;3;1;24;3;3;250;16;3;2
40;913;913;0;0;0;150;4;3;3;3;1;0;6;3;1;22;0;3;89;18;1;0
53;35;927;1;513;0;80;4;2;3;3;1;0;4;3;1;23;5;3;108;11;1;2
50;801;763;1;15;0;200;4;4;3;3;1;1;4;3;2;41;3;2;109;14;1;1
38;321;368;0;4;0;20;3;3;2;2;1;0;4;4;1;26;3;3;119;14;1;2
55;17;911;1;157;0;17;4;2;3;3;1;0;4;4;1;28;-1;3;120;11;1;1
63;76;48;0;17;0;0;3;2;0;1;1;0;4;3;1;20;3;2;130;15;1;3
32;1948;47;1;612;0;100;4;2;0;3;1;0;4;3;1;17;0;3;130;21;1;2
55;262;405;0;17;0;100;4;3;3;3;1;0;6;4;1;24;0;3;89;15;1;0
49;408;951;1;87;1;15;4;3;2;2;1;0;4;3;1;24;3;3;150;12;1;1
59;106;913;1;383;0;25;4;4;0;0;1;0;4;3;1;24;3;2;150;18;1;0
41;315;272;0;38;0;50;4;3;3;3;1;2;4;3;2;41;3;2;159;17;2;0
61;94;187;0;47;0;10;4;2;3;3;1;2;2;3;2;39;3;3;165;15;2;0
52;965;965;0;0;0;300;4;3;3;1;1;1;4;3;2;41;3;3;157;10;2;1
71;265;235;0;117;0;40;4;3;3;3;1;0;4;4;1;24;3;2;177;15;2;2
36;275;325;0;29;0;50;2;3;2;2;1;0;4;3;1;26;3;2;178;14;2;1
63;705;1379;1;8;0;10;4;3;3;3;1;2;4;3;2;42;1;2;151;9;2;0
45;217;913;1;282;0;190;4;3;3;3;1;1;4;3;2;41;1;3;185;19;2;0
74;135;1155;1;47;0;30;4;2;1;2;1;0;4;4;1;24;3;2;188;16;2;1
61;396;770;0;68;0;114;3;2;2;2;1;0;1;1;1;22;-1;3;200;15;2;0
46;1948;1466;0;6;0;100;4;3;3;3;1;1;4;3;2;41;1;2;205;11;2;0
59;1545;1116;0;11;0;250;4;3;3;3;1;0;4;3;1;26;3;3;203;14;2;2
49;798;1888;1;46;0;0;4;2;3;3;1;0;6;3;1;24;3;3;203;13;2;2
40;1172;913;0;91;0;600;4;3;3;3;1;1;4;3;2;41;1;2;211;16;2;0
73;101;717;0;533;0;50;4;3;3;3;1;0;4;4;1;29;5;2;210;0;2;1
31;172;2224;1;198;0;25;2;3;2;3;1;0;5;1;1;24;3;2;213;14;2;0
56;1888;1888;0;0;0;30;4;2;0;2;1;0;4;3;1;19;0;1;216;14;2;3
50;163;705;0;356;0;30;3;3;1;2;1;0;5;3;1;30;3;2;224;17;2;2
67;220;47;0;548;0;400;4;3;3;3;1;1;4;3;2;42;3;3;225;16;2;1
36;242;325;0;18;0;30;2;2;0;2;1;0;4;3;1;26;3;2;232;14;2;0
59;106;376;0;474;0;25;4;4;2;2;1;0;6;4;1;26;3;2;234;16;2;1
36;62;200;0;16;0;20;1;4;0;0;1;0;4;3;1;26;2;2;239;16;2;1
37;294;663;0;178;0;90;4;2;3;3;1;2;4;3;2;41;3;2;257;16;3;1
64;126;336;0;257;0;50;3;2;3;3;1;0;4;4;1;26;2;2;254;16;3;2
72;99;116;0;66;0;30;4;2;0;2;1;0;4;3;1;23;3;2;259;18;3;1
40;1207;561;1;16;0;70;3;4;0;1;1;0;4;4;1;22;2;2;262;11;3;1
37;737;911;1;18;0;80;3;3;1;3;1;0;4;3;1;25;0;2;285;12;3;2
44;1552;1552;0;0;0;0;4;3;3;3;1;1;7;3;2;42;1;2;359;11;3;1
38;83;33;0;6371;0;30;4;3;3;3;1;0;4;4;1;24;2;3;6;9;0;2
30;215;1095;1;19;1;20;1;2;1;1;1;0;4;3;1;21;2;3;10;8;0;1
37;60;289;0;119;1;25;4;3;1;2;1;0;4;1;1;22;2;3;21;15;0;0
51;508;508;0;0;0;60;4;2;2;3;1;0;4;3;1;25;3;2;52;15;0;0
54;54;1982;1;42;0;20;4;2;3;3;1;0;5;2;1;20;3;2;53;15;0;2
72;321;321;0;0;0;30;4;3;2;2;1;0;4;4;1;25;3;2;67;15;1;1
51;446;744;0;45;0;50;4;2;3;3;1;0;6;0;1;25;-1;3;73;15;1;2
53;200;837;1;33;0;100;4;2;2;3;1;0;4;3;1;27;5;2;140;17;1;2
41;346;334;0;31;0;50;4;2;3;3;1;0;4;4;1;26;-1;3;144;13;1;0
32;243;650;0;13;0;90;1;3;2;2;1;0;4;3;1;28;3;2;142;14;1;0
42;316;269;0;23;0;35;4;3;2;2;1;0;6;1;1;25;-1;3;138;15;1;0
71;137;328;0;15;0;50;4;3;2;2;1;0;4;3;1;27;5;2;158;17;2;0
36;171;35;0;10443;0;15;3;3;2;2;1;0;4;4;1;23;3;3;312;12;3;2
45;1210;1362;0;10;0;0;1;3;0;1;1;0;4;3;1;26;2;2;172;10;2;0
64;810;382;1;20;0;30;4;2;2;3;1;0;4;3;1;25;3;2;180;18;2;2
56;37;57;0;18;0;30;3;2;0;1;1;0;4;3;1;26;2;2;188;15;2;2
68;31;57;0;27;0;25;4;2;3;2;1;0;4;3;1;29;2;1;188;16;2;2
67;1107;1107;0;0;0;100;4;3;3;3;1;1;4;4;2;42;3;2;193;15;2;1
47;1346;1479;0;5;0;300;4;3;3;3;1;1;4;3;2;44;1;2;196;10;2;0
52;243;237;0;14;0;80;4;2;3;3;1;2;4;3;2;42;3;2;195;15;2;0
42;62;61;0;126;0;150;4;3;3;3;1;1;4;4;2;41;3;2;199;14;2;0
52;584;1608;1;124;0;20;4;2;0;2;1;0;4;3;1;25;3;2;199;15;2;2
28;988;1428;0;18;0;100;4;2;1;2;1;0;6;1;1;23;-1;3;200;16;2;1
34;257;465;0;100;1;40;4;4;3;3;1;0;2;3;1;22;3;3;186;16;2;0
62;1738;1366;0;21;0;200;4;4;3;3;1;1;4;3;2;42;3;2;214;16;2;0
43;663;663;0;0;0;50;4;3;3;3;1;2;5;3;2;41;2;3;219;17;2;2
37;536;1801;1;91;0;0;1;3;0;1;1;0;4;3;1;24;3;2;222;11;2;2
32;524;524;0;0;0;2;1;3;0;2;1;0;4;3;1;28;2;2;229;20;2;0
44;1373;1373;0;0;0;200;4;3;3;3;1;1;4;3;2;41;3;3;232;10;2;0
33;337;663;0;105;0;60;4;2;3;3;1;0;8;4;1;22;0;3;221;16;2;2
29;414;911;1;275;0;450;3;3;3;3;1;0;6;1;1;20;-1;3;236;15;2;0
52;456;507;0;18;0;100;4;3;3;3;1;2;4;3;2;41;3;2;249;16;3;0
62;887;458;1;16;0;50;4;2;3;3;1;2;4;3;2;42;1;2;213;18;2;0
60;180;223;0;33;0;200;4;3;3;3;1;1;4;3;2;42;1;2;261;11;3;0
44;663;968;1;14;0;0;3;3;2;3;1;0;5;4;1;22;-1;2;259;12;3;2
69;17;139;0;73;0;50;4;3;3;3;1;0;2;3;1;26;-1;3;245;11;3;0
40;1710;1710;0;0;1;20;4;2;2;2;1;0;4;3;1;22;2;2;273;12;3;1
62;145;1265;1;425;0;20;4;2;2;2;1;0;4;0;1;28;3;2;281;10;3;1
30;922;1893;0;8899;0;200;4;3;3;3;1;0;1;1;1;18;1;3;298;17;3;2
51;162;57;0;29;0;15;4;3;3;2;1;0;4;3;1;24;3;3;36;16;0;1
68;663;745;0;16;0;50;4;3;1;3;1;0;4;3;1;30;-1;3;47;15;0;2
58;243;243;0;0;0;80;2;4;0;1;1;0;4;3;1;25;2;3;58;14;0;0
63;1519;1519;0;0;0;20;4;3;0;2;1;0;4;4;1;26;2;3;60;10;1;1
59;1545;308;1;34;0;100;4;3;3;3;1;1;4;3;2;44;-1;2;69;11;1;2
61;38;55;0;4;0;50;4;4;1;2;1;0;4;3;1;25;-1;3;64;16;1;1
36;236;236;0;0;1;110;4;2;3;3;1;0;6;3;1;23;-1;3;86;14;1;0
42;547;626;0;20;0;0;2;2;1;1;1;0;4;3;1;28;2;3;89;17;1;2
55;612;643;0;35;0;45;4;2;2;3;1;0;6;4;1;21;-1;3;127;17;1;2
62;116;339;0;75;0;12;4;3;1;1;1;0;4;4;1;23;3;3;127;11;1;1
43;1757;1757;0;0;0;100;4;3;3;3;1;0;4;3;1;25;5;1;137;12;1;2
54;66;1095;1;449;0;40;4;4;2;3;1;0;5;4;1;28;3;2;144;15;1;1
49;798;1060;1;24;0;100;4;3;3;3;1;0;8;3;1;28;3;2;155;19;2;1
63;33;58;0;105;0;50;4;3;1;2;1;0;4;3;1;24;3;3;156;17;2;2
60;414;414;0;0;0;15;3;2;0;2;1;0;6;3;1;24;3;2;172;16;2;2
29;192;98;0;369;0;100;4;4;0;2;1;0;4;0;1;25;0;3;171;16;2;2
51;40;913;1;661;0;250;4;3;3;3;1;1;4;3;2;42;3;2;176;15;2;0
24;1346;1251;0;575;0;300;4;3;3;3;1;0;9;3;1;18;5;3;174;16;2;2
61;1888;1888;0;0;0;60;4;2;2;3;1;0;4;3;1;24;3;2;190;12;2;1
73;3;6;0;52;0;170;4;3;2;3;1;0;4;3;1;24;5;3;205;18;2;0
28;1703;1703;0;0;1;30;4;3;2;2;1;0;4;4;1;22;3;3;226;13;2;1
47;1116;1116;0;0;0;50;4;3;3;3;1;0;4;3;1;28;-1;3;229;15;2;1
25;414;414;0;0;0;90;4;3;3;3;1;1;4;3;2;41;3;3;233;11;2;0
41;133;153;0;9;0;150;4;3;3;3;1;1;4;3;2;42;3;3;226;16;2;0
59;1545;1545;0;0;0;100;4;3;3;3;1;1;4;3;2;45;2;4;240;11;2;1
59;1379;1379;0;0;0;20;4;2;2;2;1;0;4;3;1;24;3;3;249;13;3;1
61;167;2032;1;516;0;70;3;4;2;2;1;0;5;1;1;24;3;2;248;18;3;0
48;1813;514;1;121;0;0;4;3;3;3;1;0;8;1;1;20;5;3;236;15;2;2
42;508;237;0;15;0;40;4;2;3;3;1;2;4;3;2;41;1;2;359;15;3;0
68;2;1779;1;427;0;100;4;3;3;2;1;0;4;4;1;26;5;2;273;16;3;2
21;448;817;1;251;0;160;4;3;3;3;1;0;5;4;1;25;5;1;267;11;3;1
65;376;376;0;0;0;52;4;3;3;3;1;0;4;3;1;24;3;3;286;15;3;0
43;84;137;0;28;0;40;4;2;3;3;1;2;4;3;2;41;3;2;288;15;3;0
73;176;107;0;1354;0;100;4;4;3;3;1;0;4;4;1;25;0;3;311;14;3;2
37;18;724;0;1298;1;30;2;3;1;2;1;0;5;1;1;23;3;2;265;12;3;2
69;308;224;0;11;0;90;4;2;2;2;1;0;4;3;1;29;-1;3;350;11;3;0
53;259;1143;1;204;0;60;4;2;3;3;1;0;5;3;1;20;3;1;364;16;3;1
40;141;131;0;3095;0;60;4;2;3;3;1;0;4;1;1;22;3;3;2;14;0;0
26;1229;-3492;1;5035;0;150;4;3;3;3;1;0;5;4;1;16;0;3;56;12;0;2
57;221;482;0;48;0;150;4;2;3;3;1;0;4;3;1;27;-1;2;60;16;1;1
63;285;1021;1;2150;0;40;4;2;2;2;1;0;5;1;1;28;3;2;73;17;1;1
47;401;401;0;0;0;200;4;3;3;3;1;1;7;3;2;42;3;2;81;12;1;0
33;176;1143;1;93;0;20;2;3;1;2;1;0;5;1;1;20;3;1;82;12;1;0
76;401;1346;1;47;0;150;4;3;0;3;1;0;7;4;1;21;1;1;83;14;1;0
52;1143;1162;0;19;0;250;4;3;3;3;1;1;4;3;1;42;3;2;84;18;1;0
66;310;504;0;18;0;220;4;3;3;3;1;0;4;4;1;24;-1;3;91;12;1;0
48;1379;0;1;5074;0;160;4;3;3;3;1;1;4;4;0;41;1;4;75;16;1;1
44;110;287;0;51;0;239;4;2;3;3;1;0;4;3;1;23;5;3;48;14;0;0
55;157;147;0;85;0;50;2;2;0;2;1;0;6;3;1;26;2;2;105;14;1;0
56;141;42;0;16;1;10;3;3;0;1;1;0;4;3;1;25;2;2;103;18;1;2
24;894;79;1;8818;1;130;4;3;3;3;1;0;8;4;1;25;5;3;107;15;1;1
52;910;905;0;6;0;350;4;3;3;3;1;1;4;3;2;41;1;3;110;15;1;0
51;293;293;0;0;1;30;4;2;3;3;1;0;4;3;1;23;3;3;125;17;1;2
31;585;905;1;8;0;100;4;3;3;3;1;1;4;3;2;38;1;2;127;12;1;0
38;44;103;0;179;0;2;4;4;2;1;1;0;6;1;1;28;2;2;129;17;1;2
72;77;77;0;0;0;15;3;3;2;2;1;0;4;3;1;24;3;3;144;18;1;1
76;171;135;0;36;0;50;4;3;2;2;1;0;4;4;1;28;3;3;153;15;2;0
68;845;771;1;35;0;40;3;3;1;3;1;0;4;3;1;26;3;2;153;12;2;2
49;71;28;0;30;0;70;4;2;2;2;1;0;4;3;1;25;3;2;156;17;2;1
36;52;504;0;49;1;20;4;4;0;2;1;0;4;2;1;28;3;2;172;21;2;2
70;1379;1379;0;0;0;120;4;2;3;3;1;0;6;4;1;23;5;3;176;12;2;3
44;20;539;0;888;0;80;4;3;3;3;1;1;4;4;2;42;1;2;185;12;2;0
63;1060;870;0;23;0;15;4;2;3;3;1;0;4;4;1;23;3;3;180;12;2;2
45;32;152;0;181;0;50;4;2;2;2;1;0;6;1;1;25;-1;2;187;13;2;1
52;94;133;0;20;0;100;4;3;2;3;1;0;4;3;1;20;0;3;191;19;2;2
57;965;922;0;14;0;300;4;3;3;3;1;1;5;3;2;41;1;2;196;10;2;0
61;159;1608;1;277;0;67;4;3;3;3;1;0;4;2;1;29;3;2;197;12;2;1
71;109;135;0;16;0;10;4;3;2;2;1;0;4;3;1;24;3;1;193;16;2;2
51;35;67;0;190;0;0;1;3;1;1;1;0;4;2;1;16;3;2;114;18;1;2
75;82;1479;1;432;0;35;4;3;3;3;1;0;6;0;1;26;3;2;209;16;2;1
55;91;911;1;133;0;152;4;3;3;3;1;0;4;4;1;26;-1;3;214;9;2;2
52;152;152;0;0;0;150;4;3;3;3;1;1;4;3;2;42;1;2;216;17;2;0
59;1373;1710;0;16;0;500;4;3;3;3;1;1;4;3;2;41;1;2;214;10;2;2
63;35;58;0;78;0;100;4;3;3;3;1;2;4;3;2;31;0;3;219;16;2;2
62;524;524;0;0;0;150;4;3;3;3;1;1;4;3;2;41;-1;4;228;17;2;0
32;1229;1229;0;0;1;65;4;3;3;3;1;1;4;3;2;41;1;2;229;14;2;0
52;152;219;0;4;0;150;4;3;3;3;1;1;4;4;2;42;1;2;233;18;2;0
62;385;403;0;24;0;20;3;3;2;2;1;0;5;2;1;25;3;3;233;18;2;1
43;1362;1757;0;14;1;0;4;3;3;3;1;1;4;3;2;41;3;3;244;17;3;1
46;387;153;0;355;0;36;3;2;3;3;1;2;2;1;2;31;3;3;249;15;3;1
30;1616;1005;0;34;0;10;3;2;2;2;1;0;4;4;1;21;3;2;250;13;3;2
39;1092;972;0;2423;0;150;4;3;3;3;1;0;8;4;1;30;0;3;254;14;3;0
70;965;965;0;0;0;100;4;2;3;3;1;0;8;3;1;27;1;3;246;12;3;0
49;767;936;1;14;0;5;4;4;3;3;1;0;4;3;1;23;3;3;257;16;3;1
53;1124;911;0;30;1;200;4;3;3;3;1;0;4;3;1;25;0;2;262;12;3;1
48;396;1229;1;20;0;50;4;2;2;2;1;0;4;3;1;24;3;3;262;17;3;2
64;67;1379;1;544;0;120;4;3;3;3;1;2;5;3;2;42;3;4;264;12;3;0
47;414;723;0;25;0;150;4;3;3;3;1;0;4;3;1;20;5;1;265;17;3;1
65;516;215;0;54;0;40;4;4;2;3;1;0;4;3;1;28;3;2;268;15;3;2
43;458;913;1;147;0;200;4;3;3;3;1;0;4;4;1;22;5;3;224;18;2;1
47;1552;913;0;38;0;180;4;3;3;3;1;0;4;0;1;25;0;2;272;9;3;2
50;483;1226;1;67;0;80;3;3;3;3;1;0;5;2;1;25;3;3;277;13;3;2
34;1092;1092;0;0;0;200;4;3;3;3;1;1;4;3;2;42;3;2;271;13;3;0
45;1757;98;1;1134;0;300;4;3;3;3;1;0;6;1;1;21;1;3;276;17;3;2
66;489;1229;1;28;0;50;4;3;3;3;1;0;5;4;1;24;5;3;318;15;3;2
55;1027;913;0;25;0;300;4;3;3;3;1;0;4;0;1;26;0;3;327;16;3;0
60;215;1095;1;19;0;0;4;2;2;3;1;0;4;3;1;28;3;2;341;11;3;2
37;450;1931;1;28;0;50;4;2;3;3;1;0;4;4;1;18;3;1;360;16;3;1
30;922;965;0;14;0;200;4;3;3;3;1;1;4;3;2;40;-1;3;2;7;0;1
37;189;1061;1;92;1;25;2;3;1;2;1;0;5;2;1;22;2;2;0;13;0;1
57;51;1906;1;508;1;150;4;2;3;3;1;0;7;3;1;23;2;1;5;11;0;1
34;1184;965;0;17;0;800;4;3;3;3;1;0;4;3;1;24;2;2;7;10;0;0
68;508;1092;1;16;0;30;4;3;2;3;1;0;4;3;1;20;-1;3;14;14;0;3
61;671;965;1;8791;0;300;4;3;3;3;1;1;4;3;2;40;1;3;46;9;0;0
43;436;0;0;2760;0;40;3;3;3;3;1;0;4;2;1;23;-1;3;335;11;3;2
55;365;941;1;8626;0;150;4;3;3;3;1;0;6;4;1;24;5;2;41;16;0;3
24;798;1694;1;52;1;250;4;3;3;3;1;2;7;3;2;41;3;2;53;11;0;1
54;879;249;1;413;1;20;3;3;2;3;1;0;4;1;1;22;3;2;53;16;0;1
47;1060;1330;0;2;0;150;4;3;3;3;1;1;5;3;2;41;3;2;61;11;1;0
62;235;422;0;84;0;100;3;3;2;2;1;0;5;1;1;27;-1;2;60;0;1;2
30;1616;31;1;1366;0;10;3;2;2;2;1;0;4;3;1;24;2;2;62;16;1;2
33;440;440;0;0;0;10;4;3;3;3;1;0;4;3;1;25;5;3;50;16;0;0
49;946;784;1;9;1;0;2;2;0;1;1;0;4;4;1;25;2;2;76;11;1;2
62;15;16;0;74;0;200;4;2;0;3;1;0;4;3;1;19;0;3;91;17;1;2
51;965;965;0;0;0;500;4;3;3;3;1;1;4;3;2;42;1;3;92;11;1;1
57;3;135;0;63;0;30;4;4;2;2;1;0;4;3;1;23;3;3;103;13;1;2
40;1092;1022;0;23;0;100;4;3;3;3;1;0;6;3;1;22;5;3;109;15;1;2
40;73;3;0;720;0;300;4;3;3;3;1;0;1;4;1;23;-1;3;116;12;1;1
53;433;881;1;48;0;15;1;4;1;0;1;0;4;1;1;32;2;2;120;12;1;0
46;1229;772;1;414;0;25;4;3;3;3;1;1;1;4;2;41;1;3;133;16;1;1
51;295;1379;1;8;0;50;4;2;3;3;1;0;4;3;1;25;0;2;135;12;1;3
40;965;1092;0;8941;0;300;4;3;3;3;1;1;4;4;2;41;3;2;135;11;1;0
33;220;913;1;75;1;100;2;3;0;2;1;0;4;3;1;25;3;3;149;19;1;0
33;32;1379;1;493;0;30;1;2;0;0;1;0;4;3;1;26;2;2;150;9;1;0
53;1124;1124;0;0;1;200;4;3;3;3;1;1;4;3;2;40;3;4;158;13;2;1
63;272;928;1;28;0;30;4;3;3;3;1;0;4;3;1;33;3;2;158;14;2;2
73;25;103;0;54;1;0;4;4;1;1;1;0;4;3;1;21;2;2;165;12;2;2
30;1703;1703;0;0;1;0;2;3;0;1;1;0;4;3;1;25;2;2;166;12;2;2
47;239;513;0;116;0;50;3;2;2;2;1;0;4;4;1;26;3;3;166;11;2;2
38;450;1092;1;13;0;10;4;4;1;2;1;0;4;3;1;27;3;2;166;17;2;1
70;663;745;0;16;0;22;3;3;2;3;1;0;4;4;1;28;2;3;168;13;2;0
50;326;306;0;14;0;100;4;3;3;3;1;0;4;3;1;23;5;3;167;17;2;1
53;267;469;0;66;1;100;4;3;3;3;1;1;4;4;2;38;1;2;171;13;2;0
67;122;271;0;65;0;26;4;2;3;3;1;0;4;3;1;26;3;2;171;16;2;2
58;350;1226;1;214;0;40;3;2;2;2;1;0;5;1;1;25;0;3;176;16;2;3
40;73;362;0;740;0;300;4;3;3;2;1;1;4;3;2;42;3;2;178;11;2;0
42;352;905;1;9;0;200;4;3;3;3;1;1;4;3;2;42;3;2;181;15;2;0
47;689;1639;1;113;0;40;4;3;0;3;1;0;5;2;1;28;3;4;186;11;2;2
36;41;47;0;135;0;150;4;3;3;3;1;1;4;3;2;41;3;2;183;19;2;0
56;1279;913;0;12;0;300;4;3;3;3;1;1;4;3;2;44;1;3;186;13;2;2
61;121;130;0;23;0;30;4;2;0;3;1;0;4;3;1;25;-1;3;189;18;2;3
44;1224;1102;0;38;0;20;4;3;3;3;1;0;5;3;1;22;-1;3;179;14;2;2
47;1210;1757;0;25;1;200;4;3;3;3;1;1;7;3;2;39;3;3;192;11;2;0
41;59;937;1;45;1;15;3;2;2;2;1;0;1;4;1;25;0;2;191;11;2;2
43;1204;1581;0;10;0;100;4;3;3;3;1;1;4;3;2;42;1;3;193;13;2;0
40;756;594;0;31;0;150;4;3;3;3;1;1;4;3;2;38;1;2;198;18;2;0
25;414;414;0;0;0;90;4;3;3;3;1;0;4;3;1;20;-1;3;190;20;2;0
29;93;902;1;493;1;0;1;2;1;1;1;0;4;3;1;24;3;3;209;19;2;2
42;13;154;0;22;1;15;3;3;2;1;1;0;2;4;1;24;2;2;214;16;2;1
35;96;1232;1;389;1;3;2;2;1;2;1;0;4;1;1;24;2;2;215;13;2;1
58;326;293;0;15;0;40;4;3;3;3;1;2;4;3;2;40;3;3;219;17;2;1
59;1162;1143;0;19;0;200;4;3;3;3;1;1;4;3;2;42;1;2;232;11;2;1
38;215;215;0;0;0;50;3;2;1;1;1;0;4;3;1;31;3;3;247;16;3;1
68;72;907;1;19;0;100;4;3;3;3;1;0;4;4;1;29;-1;3;250;11;3;0
66;105;86;0;17;0;40;4;2;3;3;1;0;4;3;1;25;5;2;249;16;3;1
74;1801;1801;0;0;0;60;4;3;3;3;1;0;5;3;1;28;0;2;240;11;2;2
49;260;1379;1;97;0;50;4;3;3;3;1;0;4;4;1;26;2;2;227;14;2;1
24;1216;10;1;1595;0;50;4;3;3;3;1;0;4;0;1;25;0;2;258;14;3;0
69;144;287;0;60;0;30;4;3;3;3;1;0;4;3;1;27;3;2;184;0;2;0
57;157;1162;1;583;0;45;4;3;2;3;1;0;4;3;1;26;3;2;270;17;3;2
36;511;2097;1;240;1;30;4;4;2;2;1;0;5;1;1;19;3;1;283;8;3;0
35;116;911;1;788;1;8;4;3;2;2;1;0;4;3;1;25;2;2;299;11;3;1
62;58;-3492;0;5419;0;59;4;2;2;3;1;0;4;3;1;27;3;2;317;12;3;1
28;1210;1790;0;58;0;300;4;3;3;3;1;1;4;3;2;42;3;2;359;14;3;0
44;1143;1143;0;0;1;70;4;3;3;3;1;0;5;3;1;18;3;1;40;17;0;2
34;187;-3492;0;5061;0;130;4;3;3;3;1;0;6;3;1;26;-1;3;47;17;0;1
63;289;261;0;2233;0;60;4;3;2;1;1;0;4;3;1;25;3;2;49;17;0;2
32;225;225;0;0;0;10;3;4;1;1;1;0;4;3;1;25;3;2;71;8;1;0
53;798;798;0;0;0;10;4;2;3;3;1;0;4;3;1;26;2;3;74;13;1;2
62;31;99;0;48;0;10;4;2;2;2;1;0;3;3;1;25;3;2;140;15;1;0
51;247;110;0;20;0;100;4;2;3;3;1;0;4;3;1;25;1;3;147;13;1;0
62;319;650;0;84;1;61;4;4;2;3;1;0;4;3;1;22;-1;2;142;14;1;0
32;24;837;1;57;1;5;3;2;1;2;1;0;4;2;1;22;2;2;151;11;1;2
28;1210;356;1;75;0;200;4;3;3;3;1;0;2;4;1;23;5;2;151;14;1;2
55;185;244;0;18;0;70;4;2;3;3;1;0;4;3;1;21;-1;4;173;19;2;2
42;472;1224;1;90;0;10;4;3;3;3;1;2;5;2;2;39;2;2;174;10;2;0
67;110;47;0;539;0;80;4;2;3;3;1;0;4;3;1;26;-1;2;172;17;2;0
47;782;782;0;0;0;0;2;2;0;1;1;0;4;3;1;26;3;3;177;14;2;1
51;1081;1107;0;8;0;100;4;3;3;3;1;1;4;3;2;41;1;2;187;11;2;0
51;745;745;0;0;0;200;4;3;3;3;1;1;4;3;2;42;3;3;189;13;2;0
45;1246;1226;0;52;0;100;4;3;3;3;1;0;4;4;1;18;3;1;194;13;2;1
63;7;2;0;60;0;50;4;2;3;3;1;2;2;3;1;31;3;2;194;14;2;2
41;770;770;0;0;0;200;4;3;3;3;1;1;4;3;2;41;3;2;195;16;2;0
53;267;862;1;33;1;100;4;3;3;3;1;1;4;4;2;38;1;2;194;12;2;0
48;440;660;0;22;0;120;4;3;3;3;1;1;4;3;2;42;1;2;199;14;2;0
60;276;902;1;26;0;35;4;2;3;3;1;0;4;3;1;25;3;3;195;17;2;2
59;183;784;0;22;0;19;3;2;1;2;1;0;4;4;1;26;3;2;200;12;2;2
58;1373;1092;0;40;0;250;4;3;3;3;1;1;4;3;2;42;1;3;204;15;2;2
43;226;575;0;139;0;20;4;3;1;2;1;0;4;4;1;28;-1;2;212;12;2;2
